src, Destiny_1, Destiny_2, Destiny_3, Destiny_4, Destiny_5, Destiny_6, Destiny_7
Bias, 0.06394271847359656, 0.15985314952471197, 0.5404731685927248, 0.15126693346692166, 0.2967613066018776, 0.9482034541203581, 0.5729361288388503
Origin_1, 0.04915569016731014, 0.14834070603743343, 0.8719726593491367, 0.11856335782350114, 0.4390486210451605, 0.1312417305424366, 0.5537001989319621
Origin_2, 0.6652699103418953, 0.16867982980917218, 0.3993944698934475, 0.8978404907454722, 0.9609201345382307, 0.3377770626893877, 0.3557844923347919
Origin_3, 0.08277196825492905, 0.6483831825447227, 0.6673289459127834, 0.7571670612929715, 0.8858530948694132, 0.9394051970160605, 0.08210634410791995
Origin_4, 0.8206450180667886, 0.901033935164283, 0.23697294840048366, 0.4971486890065159, 0.8974702834409756, 0.40722552020444325, 0.027186800144223033
Origin_5, 0.8465761848816631, 0.945056373934841, 0.46924469114195844, 0.5846186469876025, 0.0503149891851985, 0.5369786733937688, 0.7760033859928005
Origin_6, 0.4345451454971302, 0.05279894431989829, 0.6907780450418585, 0.9247134743738693, 0.44610970864851085, 0.28743845272543633, 0.36467262190938443
Origin_7, 0.3452291727414296, 0.8923816309849911, 0.92162286923224, 0.07682152967104383, 0.8252509936876459, 0.8064443077869218, 0.01925032707790275
Origin_8, 0.734573218106836, 0.6449667113149652, 0.48705864364471396, 0.32125461100565234, 0.42617076558612266, 0.6588063480488946, 0.0631118763866706
Origin_9, 0.6893257611243544, 0.6236746058923012, 0.2723395872589537, 0.6129762459813075, 0.3839975379490427, 0.9734032144316069, 0.15394612520027573
Origin_10, 0.4530654548515062, 0.2555012238006612, 0.6089804773006091, 0.6937400449891521, 0.8592918417723876, 0.614262149075828, 0.7121182237935351
Origin_11, 0.676332183985502, 0.6657902287113984, 0.01764178562186225, 0.8675508994920196, 0.36936457787668786, 0.8971892387992274, 0.460504452185319
Origin_12, 0.6110788282704187, 0.24635406238152358, 0.8338746183673855, 0.4894148803413786, 0.453465422549836, 0.8602323641818261, 0.6841031869663756
Origin_13, 0.5737489625906035, 0.5779728417050344, 0.9630725679350642, 0.3424899947490486, 0.6617266163588431, 0.35560914910658126, 0.827842891328318
Origin_14, 0.551305786921541, 0.22535253553106516, 0.7997003183482064, 0.8696304851761953, 0.14918524649560272, 0.2554769347337138, 0.0901877054936937
Origin_15, 0.08662909983443334, 0.9912610339022814, 0.6066649063062545, 0.33809272101515686, 0.5452870237603373, 0.5554027260201092, 0.8112898398813226
Origin_16, 0.8318774601663491, 0.11936193490723324, 0.21115348213926344, 0.9832426503581483, 0.10997076224685987, 0.9592319046584721, 0.6211215094951574
Origin_17, 0.7138751264683951, 0.33751730907797606, 0.715663031896957, 0.7689976894234022, 0.926272608701869, 0.6304466365165871, 0.37133544737663526
Origin_18, 0.6640343118550022, 0.4986774039016011, 0.1662481576892304, 0.643781520475628, 0.8587343452102607, 0.09386091723719381, 0.1483772891191153
Origin_19, 0.31499117392266107, 0.5346645208437294, 0.03846935601623247, 0.9500064714400631, 0.5157911745478523, 0.06071954070334229, 0.2848441100240189
Origin_20, 0.05287480486123364, 0.9472065846960928, 0.6088291771143757, 0.45754470208243936, 0.7182779573144218, 0.2563641684293968, 0.6240132705541709
Origin_21, 0.7377784127023662, 0.679780092804441, 0.3010991212081304, 0.6888546698823764, 0.8711678339890262, 0.5310178898872495, 0.8352780313799701
Origin_22, 0.5968735724667277, 0.8977635098755852, 0.8970062705534391, 0.22595282924649818, 0.2549508633795622, 0.2979358713937196, 0.9236441370327425
Origin_23, 0.17381133831947426, 0.37186247630052616, 0.12375704419836553, 0.09765788708840983, 0.049992506424104355, 0.7581503416556888, 0.3427095956098497
Origin_24, 0.9180091081108868, 0.38518516839840644, 0.46196999759654034, 0.05903604903182935, 0.47983229077713085, 0.25103133201411554, 0.8962187626452046
Origin_25, 0.49776948830609424, 0.60325713429665, 0.7592061002196782, 0.5741624439778151, 0.63746172886951, 0.7420094231259523, 0.6701482489202553
