src, Destiny_1, Destiny_2, Destiny_3, Destiny_4, Destiny_5, Destiny_6, Destiny_7, Destiny_8, Destiny_9, Destiny_10, Destiny_11, Destiny_12, Destiny_13, Destiny_14, Destiny_15, Destiny_16, Destiny_17, Destiny_18, Destiny_19, Destiny_20, Destiny_21, Destiny_22, Destiny_23, Destiny_24, Destiny_25
Bias, 0.40304944378259255, 0.6796957968635685, 0.03987645305160126, 0.6278554328161992, 0.06973766000699277, 0.19441568466327952, 0.809368106507622, 0.619256237668242, 0.5033901231197121, 0.16651206898750393, 0.9433969251067994, 0.9098415432552583, 0.6195062170275444, 0.8943195910645149, 0.6714911373510198, 0.01577258923326008, 0.41609073925592843, 0.7619646776809993, 0.8015989500920135, 0.9951435539297314, 0.6797452894654303, 0.16053649452081964, 0.32824951397860036, 0.38455307875699074, 0.6359211309997966
Origin_1, 0.7053617837127295, 0.7628427841194118, 0.013026442255510862, 0.22709925542169673, 0.5704903216481755, 0.6378942455001251, 0.6619991972920461, 0.9797016334138672, 0.46739022873000957, 0.8401803841863038, 0.044824342205907364, 0.9287361215350227, 0.693762647897347, 0.03981210468572738, 0.36571002531160257, 0.9088221696031421, 0.3094169290687442, 0.993633215688915, 0.14962531437326454, 0.24438572447886286, 0.23003948067583946, 0.1267451714506742, 0.19360194256849184, 0.6565706983133366, 0.3335826558550363
Origin_2, 0.7462580885105006, 0.4003003799099025, 0.40407611910476227, 0.9789622187320844, 0.057708147197109816, 0.7182355630719496, 0.6725981853260365, 0.05647888542245627, 0.22587164167802998, 0.39841014620539017, 0.18947002234266674, 0.19035564082871148, 0.8242440165218593, 0.04370351406714945, 0.5332563622660184, 0.9960092924455957, 0.1512420961404125, 0.4752175267998664, 0.6324742102706103, 0.35815129112639743, 0.05622630643132931, 0.26888067692292106, 0.5032747133152254, 0.5405391069107771, 0.11472874888466522
Origin_3, 0.925964416108809, 0.3628356434251482, 0.5641766472624379, 0.21981242694255376, 0.03276660204001114, 0.8733774170599983, 0.697988020833476, 0.915275490811691, 0.43756893339741254, 0.42113071918951883, 0.09446609417237484, 0.08645390796812091, 0.4270764980138646, 0.015246413203193976, 0.5725234668455548, 0.9456645451116564, 0.119899243220425, 0.6035538750078858, 0.30075034137590506, 0.601870200474193, 0.8112369605926052, 0.345236976214377, 0.6665100514194151, 0.8879367607147013, 0.8007802910941227
Origin_4, 0.6549115910853559, 0.9297800311039217, 0.5338920281727096, 0.3149428193124506, 0.6382520029026204, 0.35537167427952376, 0.22088463520522772, 0.49488972238659334, 0.8762284112028921, 0.3931403761535913, 0.5280806075596967, 0.06343120029601823, 0.3831810905112961, 0.1330224371433838, 0.29352427511563106, 0.2066992561377835, 0.9633709781527579, 0.7002125972000578, 0.45002901313341415, 0.41062917564517243, 0.12131106680480763, 0.475522761583698, 0.9684527734615237, 0.477617565728641, 0.14309620323470873
Origin_5, 0.026938484361617165, 0.14325198325252686, 0.7153311202656151, 0.9591136389647124, 0.4206167073950867, 0.08899690696051032, 0.3374913031892578, 0.9229303039260485, 0.14304475426720464, 0.981570212500029, 0.4455622136100934, 0.6968170835355086, 0.21080702301581666, 0.2740597147529533, 0.5706199986903793, 0.021284419383830966, 0.17038273021091577, 0.8448956420799447, 0.6462840656163953, 0.26416750267650047, 0.5976239268384831, 0.7945710175289771, 0.4564416433715395, 0.294213426133618, 0.39504039662201174
Origin_6, 0.397323905871247, 0.05559913529500582, 0.4047866807187267, 0.6547440839048768, 0.5354482228133148, 0.3950448137100566, 0.7252239243733944, 0.10588230328106873, 0.7964399593782742, 0.4046096157687903, 0.8005319545246583, 0.19761585877536414, 0.2969735870709542, 0.07766357188944362, 0.7945380395987919, 0.682174228949688, 0.21274362289679616, 0.6860876404840927, 0.07726515400139067, 0.1572472271116251, 0.9394943474404109, 0.11231185718823711, 0.7942187641090638, 0.40294837041706977, 0.7881007308588808
Origin_7, 0.42711256635199935, 0.3834362423318738, 0.505812464015983, 0.1253516627895893, 0.2647128950426415, 0.9055635203528656, 0.7007656760582275, 0.9121265814228089, 0.2508319426700011, 0.48288822798716713, 0.5817339991167473, 0.6619450078690557, 0.7246805846731529, 0.10517203575173206, 0.8325312314681728, 0.9454077582508019, 0.26250210784731476, 0.5532895368778071, 0.9118955787945475, 0.6998379677082658, 0.0581086377977178, 0.21609471177140538, 0.19001926411278536, 0.7684684448461002, 0.044965015333518044
Origin_8, 0.13160006652998713, 0.8786430584838553, 0.28981177055576635, 0.7547239301326919, 0.6704679270561947, 0.7227637416159248, 0.785387787679899, 0.29871720842201854, 0.8979770882928945, 0.8292289728952494, 0.05277291629084513, 0.5317601883814425, 0.8000422413296826, 0.19597107846943151, 0.2609742869186461, 0.4117272845576865, 0.23952753983787012, 0.47535728904901187, 0.966420948035008, 0.8037084818624392, 0.7210100963391521, 0.256110963038479, 0.12040355491537125, 0.49415837231720383, 0.7853125684819332
Origin_9, 0.6804844825150262, 0.5225827611436573, 0.978300455212163, 0.12953892839298586, 0.5268416333844094, 0.5902258012551641, 0.6631513432932679, 0.35401081544226887, 0.982533140583891, 0.7591197878789954, 0.4888808383699026, 0.5744162366143467, 0.20792605336176828, 0.3096491535504682, 0.6128255577226835, 0.005646741138478961, 0.4496745084357011, 0.9203139825579497, 0.7233253565442831, 0.02321255871329353, 0.8997948332239342, 0.7910049120059902, 0.7546530374528385, 0.13878999736145448, 0.7168361447785088
